Country Name,Country Code,Region,Adolescent fertility rate ,Adolescents out of school,"Children out of school, primary",Cost of business start-up procedures,Employment in agriculture ,Employment in industry,Employment in services,Firms with female participation in ownership,Labor force participation rate,Labor force with advanced education,Labor force,Life expectancy at birth,"Literacy rate, adult",Literacy rate youth ,"Population, female ",Prevalence of HIV ,Primary completion rate,Proportion of seats held by women in national parliaments,Self-employed,Start-up procedures to register a business,Time required to start a business,"Unemployment, female",Vulnerable employment,Wage and salaried workers
Aruba,ABW,Latin America & Caribbean,19.6732,5.755290031,705753,30.56060606,7.05149041,11.69852713,81.25180807,41.97058824,52.53513418,75.91955584,41.98765796,78.641,93.89594269,98.78559113,52.55103001,NA,98.29325867,31.66977612,36.53234168,8.043636364,28.0919697,9.543110613,33.80452671,63.4685266
Afghanistan,AFG,South Asia,61.325,15.38963985,7920938,6.8,64.95999908,25.02000046,10.02000046,NA,21.76,30.56999969,21.60739534,66.388,64.64469147,88.12921906,48.66239485,0.1,65.76151276,27.86885246,91.80000305,5,9,13.81,89.47000122,8.210000038
Angola,AGO,Sub-Saharan Africa,145.39,37.68870926,19807892,11.1,56.77999878,0.920000017,42.29999924,55.95,76.11,NA,50.27027561,64.039,58.8786087,73.63633728,50.52747501,1,68.23358154,30,87.31999969,8,36,7.22,84.68000317,12.68000031
Albania,ALB,Europe & Central Asia,19.5028,1.333089948,513874,10.8,41.63000107,16.30999947,42.06000137,20.7,52.47,51.45000076,43.04428204,80.201,97.94228363,99.67472076,49.08610569,0.1,104.5204315,29.50819672,52.13000107,5,4.5,11.31,51.05000114,47.86999893
Andorra,AND,Europe & Central Asia,16.18400554,2.139679909,513874,3.312,6.861719945,13.2434062,79.89597166,37.8,50.57350475,72.68085298,45.297962,81.22851322,97.94228363,99.67472076,51.51342425,NA,98.70014191,46.42857143,13.9490668,5.26,11.762,6.77215351,12.03216161,86.05187916
United Arab Emirates,ARE,Middle East & North Africa,5.2276,12.42323971,1534877,17.2,0.01,5.420000076,94.56999969,NA,52.05,NA,17.47973737,79.314,96.86031342,99.08705902,30.74266421,0.1,112.5617981,50,5.619999886,3,4.5,6.33,3.990000039,94.37999725
Argentina,ARG,Latin America & Caribbean,62.3488,1.253700018,705753,5,0.029999999,9.199999809,90.76999664,41.97058824,51.34,76.26000214,43.2696281,79.995,93.89594269,98.78559113,51.2258022,0.1,98.17658234,40.15748031,23.39999962,12,11.5,10.7,21.01000053,76.59999847
Armenia,ARM,Europe & Central Asia,20.282,9.323829651,6952,0.8,26.88999939,11.39999962,61.70999908,37.8,42.91,69.87999725,44.22542524,78.516,97.94228363,99.67472076,52.96156374,0.1,92.99519348,23.48484848,29.52000046,3,4,20.27,29.20000005,70.48000336
American Samoa,ASM,East Asia & Pacific,20.63766918,8.193099976,3203703,15.76551724,22.06199784,20.43466903,57.4970551,NA,58.83829784,NA,43.34677843,78.88453583,94.17939758,98.71144867,49.32095673,NA,98.52411652,20.50381494,45.15214845,6.233448276,22.89103448,3.433555797,43.85652136,54.8478527
Antigua and Barbuda,ATG,Latin America & Caribbean,40.88,3.276279926,705753,8,7.05149041,11.69852713,81.25180807,41.97058824,52.53513418,75.91955584,41.98765796,78.104,93.89594269,98.78559113,51.75719508,NA,98.29325867,11.11111111,36.53234168,9,19,9.543110613,33.80452671,63.4685266
Australia,AUS,East Asia & Pacific,10.9366,2.19272995,7676,0.7,1.710000038,7.449999809,90.83000183,NA,60.82,NA,46.64160509,85,94.17939758,98.71144867,50.19953419,0.1,98.52411652,30.46357616,12.32999992,3,2,5.11,8.189999774,87.66999817
Austria,AUT,Europe & Central Asia,6.7488,0.451819986,513874,4.7,3.180000067,11.76000023,85.05000305,37.8,55.16,76.68000031,46.41774528,84.2,97.94228363,99.67472076,50.76128618,NA,99.65705872,39.3442623,9.470000267,8,21,4.35,6.929999948,90.52999878
Azerbaijan,AZE,Europe & Central Asia,57.1572,0.298020005,21341,1.2,41.79999924,5.909999847,52.29000092,15.3,63.25,72.68085298,48.63162845,75.455,99.72675323,99.90618896,50.07987385,0.1,100.3731613,16.80672269,72.77999878,3,3.5,5.73,62.29999924,27.21999931
Burundi,BDI,Sub-Saharan Africa,53.9132,31.16090012,55313,12.3,93.66000366,0.910000026,5.429999828,55.95,80.5,NA,51.85764498,63.377,58.8786087,73.63633728,50.40154539,0.6,64.48310852,36.36363636,90.43000031,4,5,0.98,89.7899971,9.569999695
Belgium,BEL,Europe & Central Asia,4.4898,0.169310004,1819,5.3,0.629999995,8.409999847,90.97000122,37.8,48.95,74.27999878,46.22560964,84,97.94228363,99.67472076,50.50422356,NA,98.70014191,42,10.69999981,5,5,4.93,8.629999757,89.30000305
Benin,BEN,Sub-Saharan Africa,81.9768,37.68870926,88277,3.5,29.76000023,16.15999985,54.08000183,55.95,68.75,NA,49.22673988,63.324,58.8786087,73.63633728,50.07897111,0.5,61.15882111,7.228915663,93.84999847,6,9,2.48,93.12000275,6.150000095
Burkina Faso,BFA,Sub-Saharan Africa,99.8026,43.99021912,377174,42.8,21.40999985,25.15999985,53.43000031,55.95,58.49,NA,44.73088218,62.294,58.8786087,73.63633728,50.06356605,0.5,68.26204681,13.38582677,88.69000244,3,13,4.54,88.37999725,11.31000042
Bangladesh,BGD,South Asia,81.6636,15.38963985,7920938,8.7,57.56999969,17.65999985,24.77000046,NA,36.37,30.56999969,30.51465146,74.595,71.94838715,96.08776093,49.41691088,NA,91.14962006,20.63037249,66.01000214,9,19.5,6.55,65.38000107,33.99000168
Bulgaria,BGR,Europe & Central Asia,38.7932,15.18406963,21250,1,4.300000191,22.22999954,73.48000336,41.7,50.41,73.58999634,46.11451216,78.5,97.94228363,99.67472076,51.42861184,NA,84.49420929,25.83333333,8.079999924,7,23,3.87,5.960000157,91.91999817
Bahrain,BHR,Middle East & North Africa,13.11,0.127920002,1654,1,0.039999999,8.569999695,91.38999939,NA,45.31,NA,20.14829967,78.423,72.77185059,87.97827148,35.72872668,0.101104596,97.32035065,15,3.029999971,7,9,4.76,0.789999992,96.98000336
"Bahamas, The",BHS,Latin America & Caribbean,28.4498,5.755290031,705753,11,0.340000004,2.910000086,96.75,41.97058824,70.07,75.91955584,48.21617664,76.081,93.89594269,98.78559113,51.41545524,0.4,98.29325867,12.82051282,6.789999962,7,11.5,10.12,4.210000038,93.20999908
Bosnia and Herzegovina,BIH,Europe & Central Asia,8.656,2.139679909,513874,13.7,20.46999931,16.85000038,62.68000031,24.9,37.44,77.16000366,40.57771006,79.857,97.94228363,99.67472076,51.02090338,NA,98.70014191,21.42857143,25.98999977,13,80,18.73,21.96000004,74.01999664
Belarus,BLR,Europe & Central Asia,12.9962,2.139679909,513874,0.5,7.510000229,18.75,73.73999786,37.8,57.64,72.68085298,48.95017732,79.4,99.87651062,99.89983368,53.45194014,0.1,98.70014191,40,2.75999999,4,8.5,3.5,2.119999913,97.23999786
Belize,BLZ,Latin America & Caribbean,67.611,10.81451988,705753,34.3,4.690000057,9.260000229,86.05000305,41.97058824,49.97,75.91955584,38.79412931,77.843,93.89594269,98.78559113,50.22915274,0.3,103.0827484,9.375,33.47000122,9,48,9.66,31.36000061,66.54000092
Bermuda,BMU,North America,16.42494994,0.398620009,105462,0.65,0.786610665,8.812343481,90.39993938,0,57.22051226,69.6773465,46.28238284,85.79,NA,NA,50.50420994,0.1,102.8770599,25.87776333,5.841730449,4,2.85,3.794631701,4.121961543,94.15826817
Bolivia,BOL,Latin America & Caribbean,62.9084,5.755290031,36817,37.3,30.30999947,10.23999977,59.45000076,41.97058824,63.7,76.04000092,44.34343505,74.508,93.89594269,98.78559113,49.79970646,0.1,91.63172913,53.07692308,71.40000153,12,39.5,3.54,68.85000229,28.60000038
Brazil,BRA,Latin America & Caribbean,56.6606,1.21044004,705753,4.2,4.019999981,10.56999969,85.41000366,41.97058824,55.09,77.43000031,43.89710831,79.555,93.89594269,98.78559113,50.84890006,NA,98.29325867,15.00974659,27.45999908,10.61,16.62,14.14,24.08000088,72.54000092
Barbados,BRB,Latin America & Caribbean,28.7104,3.051729918,705753,7.3,1.580000043,9.010000229,89.41000366,41.97058824,61.76,81.45999908,49.32461986,80.482,93.89594269,98.78559113,51.63663983,NA,91.58016205,20,12.31000042,7,16,10.35,11.71999958,87.69000244
Brunei Darussalam,BRN,East Asia & Pacific,9.1512,8.193099976,3203703,1.1,0.720000029,9.420000076,89.86000061,NA,56.09,78.69000244,41.56244528,77.106,94.17939758,98.71144867,48.07660352,NA,101.3495331,9.090909091,10.64999962,4,6,8.27,8.620000243,89.34999847
Bhutan,BTN,South Asia,17.606,15.38963985,7920938,3.7,64.01000214,9.569999695,26.43000031,NA,59.46,30.56999969,40.79374524,72.176,64.64469147,88.12921906,46.9223975,0.1,82.61395264,14.89361702,83.23999786,8,12,3.02,83.19999695,16.76000023
Botswana,BWA,Sub-Saharan Africa,44.655,37.68870926,19807892,0.6,15.27999973,9.239999771,75.48000336,55.95,65.33,74.08000183,48.85048022,72.386,58.8786087,73.63633728,51.63803667,9.3,68.23358154,10.76923077,25.44000053,9,48,20.51,23.63000011,74.55999756
Central African Republic,CAF,Sub-Saharan Africa,124.8532,37.68870926,19807892,127.8,72.61000061,4.570000172,22.81999969,55.95,64.47,NA,45.78679629,55.514,58.8786087,73.63633728,50.43447255,1.3,68.23358154,8.571428571,96.80000305,10,22,4.21,96.45999908,3.200000048
Canada,CAN,North America,7.6822,0.398620009,105462,0.3,1,8.350000381,90.63999939,0,61.13,72.09999847,47.2403161,84.2,NA,NA,50.37951633,0.1,102.8770599,28.99408284,11.94999981,2,1.5,5.25,9.34999954,88.05000305
Switzerland,CHE,Europe & Central Asia,2.5246,1.049610019,513874,2.3,1.980000019,10.13000011,87.88999939,37.8,62.9,80.62999725,46.85147884,85.6,97.94228363,99.67472076,50.40761295,0.1,97.30728149,41.5,12.47000027,6,10,4.71,9.409999847,87.52999878
Channel Islands,CHI,Europe & Central Asia,6.4132,2.139679909,513874,3.312,1.610000014,11.46000004,86.93000031,37.8,51.71,72.68085298,44.74110127,84.915,97.94228363,99.67472076,50.50968281,NA,98.70014191,29.45594431,14.65999985,5.26,11.762,7.3,10.1900003,85.33999634
Chile,CHL,Latin America & Caribbean,39.2248,4.396240234,6549,2.7,4.739999771,10.15999985,85.09999847,41.97058824,51.8,78.69000244,42.44293562,82.442,93.89594269,98.78559113,50.7083329,0.1,97.69400024,22.58064516,25.78000069,6,4,8.01,23.30999947,74.22000122
China,CHN,East Asia & Pacific,7.651,8.193099976,3203703,1.1,22.01000023,23.05999947,54.91999817,NA,60.57,NA,43.63435528,79.244,94.17939758,98.71144867,48.69349797,NA,98.52411652,24.94117647,45.84999847,4.55,8.55,3.98,44.76000023,54.15000153
Cote d'Ivoire,CIV,Sub-Saharan Africa,114.6898,48.16720963,166688,2.7,31.04000092,10.47000027,58.49000168,55.95,44.58,NA,41.0169743,59.119,86.74124908,76.41313934,49.54920477,1,75.1386795,10.98039216,81.08000183,4,6,3.76,80.35000229,18.92000008
Cameroon,CMR,Sub-Saharan Africa,101.1876,37.68870926,262532,24.9,47.70000076,10.97999954,41.31999969,55.95,71.3,NA,47.13024295,60.561,58.8786087,73.63633728,49.99329698,1.5,62.36500168,31.11111111,83.16999817,6,14,3.78,80.82999802,16.82999992
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,120.9912,37.68870926,19807892,16.3,71.51000214,3.480000019,25.01000023,55.95,60.99,NA,48.46511098,62.233,58.8786087,73.63633728,50.08777567,0.5,68.23358154,10,89.45999908,4,7,3.24,88.25,10.53999996
"Congo, Rep.",COG,Sub-Saharan Africa,109.6422,37.68870926,19807892,62.2,32.04000092,22.22999954,45.72999954,55.95,67.57,NA,49.08737973,66.023,58.8786087,73.63633728,50.05378678,2.6,68.23358154,11.25827815,91.19999695,11,50,10.24,90.700001,8.800000191
Colombia,COL,Latin America & Caribbean,64.313,2.739919901,5760,14.1,6.599999905,14.39999962,79.01000214,41.97058824,56.19,73.41000366,42.67743519,80.019,95.46903229,99.15569305,50.90690018,0.1,106.4235764,18.71345029,48.47000122,7,10,12.76,46.07999945,51.52999878
Comoros,COM,Sub-Saharan Africa,62.7702,37.68870926,19807892,54.2,31.56999969,16.38999939,52.04999924,55.95,34.42,NA,37.68048796,66.121,58.8786087,73.63633728,49.55758141,0.1,68.23358154,6.060606061,68.83999634,9,16,10.02,68.28999996,31.15999985
Cabo Verde,CPV,Sub-Saharan Africa,71.6302,13.23869038,2522,13,5.46999979,11.40999985,83.12000275,55.95,53.43,68.01999664,44.21229304,76.197,58.8786087,73.63633728,49.80579558,0.1,98.03765869,23.61111111,34.50999832,9,9,11.46,31.95999956,65.48999786
Costa Rica,CRI,Latin America & Caribbean,51.5772,1.235839963,705753,9.6,4.050000191,10.02999973,85.91999817,41.97058824,51.9,74.76000214,40.52629263,82.893,93.89594269,98.78559113,50.02459604,0.1,102.4376221,45.61403509,23.62000084,10,23,14.96,21.54999948,76.37999725
Caribbean small states,CSS,0,48.94137115,11.20067978,#N/A,18.08461538,5.313293792,7.693299261,86.99345247,46.60833333,55.05533257,#N/A,44.08870829,76.03260466,#N/A,#N/A,50.39064846,0.264674663,#N/A,22.5950783,25.13054996,6.615384615,19.65384615,9.705219789,22.67023426,74.86991173
Cuba,CUB,Latin America & Caribbean,51.4392,10.23097992,3304,30.56060606,7.269999981,10.42000008,82.30999756,41.97058824,41.03,75.91955584,38.84769734,80.779,93.89594269,98.78559113,50.34247192,0.1,87.06481934,53.2231405,12.60000038,8.043636364,28.0919697,1.8,10.04999989,87.41000366
Curacao,CUW,Latin America & Caribbean,27.2864,5.755290031,705753,30.56060606,7.05149041,11.69852713,81.25180807,41.97058824,52.53513418,75.91955584,41.98765796,78.76034912,93.89594269,98.78559113,54.05542671,NA,98.29325867,31.66977612,36.53234168,8.043636364,28.0919697,9.543110613,33.80452671,63.4685266
Cayman Islands,CYM,Latin America & Caribbean,61.17733016,22.39315987,705753,30.56060606,7.05149041,11.69852713,81.25180807,41.97058824,52.53513418,75.91955584,41.98765796,78.76034912,93.89594269,98.78559113,50.80860219,NA,98.29325867,31.66977612,36.53234168,8.043636364,28.0919697,9.543110613,33.80452671,63.4685266
Cyprus,CYP,Europe & Central Asia,4.3352,2.139679909,513874,5.6,1.279999971,7.070000172,91.63999939,45.1,58.13,80.86000061,45.84621812,83.032,97.94228363,99.67472076,49.99916568,NA,102.1251984,17.85714286,10.5,5,6,8.01,9.360000372,89.5
Czech Republic,CZE,Europe & Central Asia,11.8908,0.473369986,1393,1.1,1.74000001,23.63999939,74.62000275,29.9,52.81,71.12000275,44.6783986,82.1,97.94228363,99.67472076,50.78563782,NA,102.3679886,22.5,12.32999992,9,24.5,2.38,10.53000033,87.66999817
Germany,DEU,Europe & Central Asia,7.6186,3.156160116,4294,6.5,0.829999983,13.89999962,85.26999664,37.8,55.64,74.13999939,46.29436164,83.4,97.94228363,99.67472076,50.60994494,0.1,99.84404755,30.88857546,6.980000019,9,8,2.73,4.669999987,93.01999664
Djibouti,DJI,Middle East & North Africa,18.0458,12.42323971,13985,39.7,22.13999939,6.800000191,71.05999756,NA,50.74,NA,39.88378376,69.357,72.77185059,87.97827148,47.41478927,0.5,67.83109283,26.15384615,41.88999939,6,14,11.26,41.36999822,58.11000061
Dominica,DMA,Latin America & Caribbean,61.17733016,5.755290031,98,15.2,7.05149041,11.69852713,81.25180807,41.97058824,52.53513418,75.91955584,41.98765796,78.76034912,93.89594269,98.78559113,50.80860219,NA,98.29325867,25,36.53234168,5,12,9.543110613,33.80452671,63.4685266
Denmark,DNK,Europe & Central Asia,4.215,2.139679909,961,0.2,1.110000014,8.789999962,90.09999847,37.8,57.88,74.76999664,47.07847868,83.2,97.94228363,99.67472076,50.2818234,0.1,101.5987396,39.10614525,5.380000114,5,3.5,5.27,3.680000037,94.62000275
Dominican Republic,DOM,Latin America & Caribbean,91.8084,5.782080173,20009,13.7,1.389999986,9.279999733,89.33000183,41.97058824,54.27,82.31999969,40.86491458,77.381,93.89594269,98.78559113,50.03054766,0.2,92.71904755,26.84210526,29.39999962,7,16.5,9.6,27.53999925,70.59999847
Algeria,DZA,Middle East & North Africa,9.5966,12.42323971,1534877,11.3,3.380000114,23.47999954,73.12999725,NA,17.01,NA,19.88242407,78.133,72.77185059,87.97827148,49.48171156,0.1,101.5825729,25.75757576,25.47999954,12,18,20.44,23.45999956,74.51999664
Ecuador,ECU,Latin America & Caribbean,78.2642,2.066610098,705753,33,27.13999939,9.81000042,63.04999924,41.97058824,55.17,74.58999634,40.98590161,79.838,93.89594269,98.78559113,49.97894226,0.1,101.9289627,37.95620438,60.11999893,11,48.5,4.6,58.34999847,39.88000107
"Egypt, Arab Rep.",EGY,Middle East & North Africa,52.353,1.603029966,1534877,20.3,21.20999908,8.010000229,70.77999878,NA,18.46,NA,20.57403047,74.35,72.77185059,87.97827148,49.47348229,0.1,105.4345779,14.93288591,31.37000084,6,13,21.33,27.72999954,68.62999725
Eritrea,ERI,Sub-Saharan Africa,48.8526,37.68870926,19807892,21.3,68.34999847,4.5,27.14999962,55.95,71.78,NA,45.97630443,68.555,58.8786087,73.63633728,50.10245282,0.2,68.23358154,22,86.19999695,13,84,6.46,84.99999809,13.80000019
Spain,ESP,Europe & Central Asia,7.2558,2.139679909,37080,3.9,2.039999962,9.420000076,88.55000305,37.8,52.16,79.30999756,46.37360946,86.2,97.94228363,99.67472076,50.87242421,0.1,98.09333801,44,11.69999981,7,12.5,16.01,8.519999921,88.30000305
Estonia,EST,Europe & Central Asia,6.4996,1.044330001,936,1,1.50999999,17.04999924,81.44000244,35.5,57.45,78.72000122,48.45964561,82.8,97.94228363,99.67472076,52.73062477,0.1,96.62647247,29.7029703,7.050000191,3,3.5,4.85,4.939999789,92.94999695
Ethiopia,ETH,Sub-Saharan Africa,63.4226,37.68870926,19807892,45.4,58.70999908,9.100000381,32.18999863,55.95,73.31,NA,46.58673609,68.536,58.8786087,73.63633728,49.97355029,0.4,64.86579132,38.75685558,86.62000275,11,32,2.68,86.45000076,13.38000011
Finland,FIN,Europe & Central Asia,5.5046,2.139679909,2820,0.7,2.069999933,8.789999962,89.13999939,37.8,55.73,73.16999817,47.99949799,84.5,97.94228363,99.67472076,50.70260996,NA,100.9816208,47,9.659999847,3,13,6.17,7.679999948,90.33999634
Fiji,FJI,East Asia & Pacific,48.9282,8.193099976,3203703,14.5,8.210000038,7.510000229,84.29000092,NA,38.23,NA,32.91691519,69.331,94.17939758,98.71144867,49.32788737,0.1,106.5196304,19.60784314,48.68000031,11,40,5.33,47.80000114,51.31999969
France,FRA,Europe & Central Asia,4.7454,0.510749996,513874,0.7,1.49000001,9.539999962,88.97000122,37.8,50.65,75.52999878,48.08574936,85.6,97.94228363,99.67472076,51.59738338,NA,98.70014191,39.68804159,8.739999771,5,4,8.38,6.529999912,91.26999664
Faroe Islands,FRO,Europe & Central Asia,16.18400554,2.139679909,513874,3.312,6.861719945,13.2434062,79.89597166,37.8,50.57350475,72.68085298,45.297962,85,97.94228363,99.67472076,51.51342425,NA,98.70014191,29.45594431,13.9490668,5.26,11.762,6.77215351,12.03216161,86.05187916
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,12.5308,8.193099976,792,141.4,22.06199784,20.43466903,57.4970551,NA,58.83829784,NA,43.34677843,69.596,94.17939758,98.71144867,49.15517832,NA,87.66066742,0,45.15214845,7,16,3.433555797,43.85652136,54.8478527
Gabon,GAB,Sub-Saharan Africa,90.9018,28.64093018,19807892,13.3,45.75999832,2.720000029,51.52000046,55.95,43.29,NA,39.9528526,68.669,58.8786087,73.63633728,49.0838994,1.3,80.7114563,17.91044776,36.41999817,7,10,27.95,34.94999957,63.58000183
United Kingdom,GBR,Europe & Central Asia,11.912,2.139679909,30146,0,0.579999983,7.699999809,91.72000122,37.8,58.09,81.76999664,47.04181733,83.1,97.94228363,99.67472076,50.61253445,NA,101.4974365,32,11.14000034,4,4.5,3.53,9.869999796,88.86000061
Georgia,GEO,Europe & Central Asia,43.9616,2.139679909,513874,2.1,40.09000015,5.579999924,54.33000183,22.4,55.24,65.13999939,46.39278112,78.14,99.45179749,99.68219757,52.31782628,0.1,94.10443878,14.76510067,46.31999969,1,1,10.15,45.18000031,53.68000031
Ghana,GHA,Sub-Saharan Africa,64.9574,8.229229927,8783,12.3,22.10000038,23.11000061,54.79999924,55.95,63.86,NA,46.65673324,65.177,58.8786087,73.63633728,49.31896256,1.1,68.23358154,13.09090909,80.94999695,8,13,4.29,76.69000244,19.05999947
Gibraltar,GIB,Europe & Central Asia,16.18400554,5.847949982,513874,3.312,6.861719945,13.2434062,79.89597166,37.8,50.57350475,72.68085298,45.297962,81.22851322,97.94228363,99.67472076,51.51342425,NA,106.2222214,29.45594431,13.9490668,5.26,11.762,6.77215351,12.03216161,86.05187916
Guinea,GIN,Sub-Saharan Africa,131.436,37.68870926,19807892,33.8,61.79999924,1.980000019,36.22000122,55.95,62.72,NA,54.45590021,62.117,58.8786087,73.63633728,51.7190805,0.8,68.23358154,22.80701754,97.51000214,6,15,3.17,96.94000244,2.49000001
"Gambia, The",GMB,Sub-Saharan Africa,73.2266,13.0427103,18319,49.5,33.06999969,4.039999962,62.90000153,55.95,51.11,NA,44.0468061,63.481,58.8786087,73.63633728,50.40397053,0.5,84.03160095,10.34482759,82.48999786,6,8,12.04,81.25999928,17.51000023
Guinea-Bissau,GNB,Sub-Saharan Africa,101.6274,37.68870926,19807892,88.8,64.13999939,5.769999981,30.09000015,55.95,65.88,NA,47.7003148,60.213,58.8786087,73.63633728,51.12422869,1.2,68.23358154,13.7254902,81.30999756,9,9,2.79,80.31999779,18.69000053
Equatorial Guinea,GNQ,Sub-Saharan Africa,151.2828,37.68870926,19807892,59.1,42.5,11.64999962,45.84999847,55.95,54.8,NA,36.7188503,59.918,58.8786087,73.63633728,44.40759538,3.5,68.23358154,21,88.41000366,16,33,8.12,79.61000097,11.59000015
Greece,GRC,Europe & Central Asia,6.6522,3.729490042,1901,1.5,10.60000038,7.829999924,81.58000183,37.8,44.54,75.33999634,43.75330215,84.5,97.94228363,99.67472076,50.91857011,0.1,95.76154327,20.66666667,26.54000092,3,4,21.55,21.78000021,73.45999908
Grenada,GRD,Latin America & Caribbean,27.2106,5.755290031,705753,14.4,7.05149041,11.69852713,81.25180807,41.97058824,52.53513418,75.91955584,41.98765796,74.953,93.89594269,98.78559113,49.62054249,NA,98.29325867,46.66666667,36.53234168,6,12,9.543110613,33.80452671,63.4685266
Greenland,GRL,Europe & Central Asia,16.18400554,2.139679909,513874,3.312,6.861719945,13.2434062,79.89597166,37.8,50.57350475,72.68085298,45.297962,81.22851322,97.94228363,99.67472076,51.51342425,NA,98.70014191,29.45594431,13.9490668,5.26,11.762,6.77215351,12.03216161,86.05187916
Guatemala,GTM,Latin America & Caribbean,68.582,5.755290031,118734,17.3,9.779999733,17.06999969,73.15000153,41.97058824,40.55,75.91955584,33.45458891,77.151,93.89594269,98.78559113,50.74389659,0.1,79.33952332,19.375,48.95000076,6,15,3.42,46.64000034,51.04999924
Guam,GUM,East Asia & Pacific,29.5002,8.193099976,3203703,15.76551724,0.090000004,3.539999962,96.37000275,NA,52.35,NA,40.7112631,83.55,94.17939758,98.71144867,49.52807914,NA,98.52411652,20.50381494,10.57999992,6.233448276,22.89103448,4.97,9.160000384,89.41999817
Guyana,GUY,Latin America & Caribbean,71.3544,5.755290031,705753,9.4,7.880000114,10.94999981,81.18000031,41.97058824,42.84,75.91955584,39.18651307,73.095,93.89594269,98.78559113,49.75938169,0.3,98.29325867,31.88405797,33.79999924,7,18,16.46,30.53999949,66.19999695
"Hong Kong SAR, China",HKG,East Asia & Pacific,2.5874,8.193099976,3203703,0.5,0.109999999,3.430000067,96.45999908,NA,53.65,NA,49.26483911,88.1,94.17939758,98.71144867,54.0288485,NA,108.5681534,20.50381494,5.159999847,2,1.5,2.35,4.049999893,94.83999634
Honduras,HND,Latin America & Caribbean,70.7808,30.94997978,83414,28.1,8.270000458,19.04000092,72.69999695,41.97058824,52.26,81.75,38.30079665,77.551,88.73169708,97.28868103,50.04169354,0.1,81.74887848,21.09375,54.65999985,11,42,7.13,48.59000111,45.34000015
Croatia,HRV,Europe & Central Asia,7.8494,2.139679909,513874,6.2,4.429999828,16.15999985,79.41000366,31.7,45.37,74.05000305,46.16084137,81.6,97.94228363,99.67472076,51.81910559,0.1,94.94664001,20.52980132,9.18999958,7,19.5,7.16,6.109999895,90.80999756
